user_id,experiment_name,variant,assignment_ts
eeaeb13e-8b1b-4560-a345-4c5581947ded,onboarding_simplification,A,2025-03-01 19:30:00
d71c1d9f-a0ec-4058-9d81-051da3905959,onboarding_simplification,A,2025-03-01 20:00:00
6b413847-f6d9-4761-bfd4-40fdfc38363e,onboarding_simplification,A,2025-03-01 20:51:00
2755b5c5-e366-4648-aabc-c4441b7fe9c9,onboarding_simplification,A,2025-03-01 21:28:00
b389d055-26e9-45e2-aead-508bb9a08892,onboarding_simplification,B,2025-03-01 22:59:00
bede95ca-90d8-48fd-98fe-c0c581c1a969,onboarding_simplification,A,2025-03-02 00:18:00
88615b91-c6b0-48e6-8b20-4fec38c2319d,onboarding_simplification,A,2025-03-02 00:30:00
0e4727e0-8ae3-4477-b44d-73fc833af7e4,onboarding_simplification,B,2025-03-02 01:10:00
83744e70-b200-4f97-b726-673f3518f22b,onboarding_simplification,B,2025-03-02 01:17:00
20d07ab2-d54a-43b0-8b4e-dd7ebf80ff37,onboarding_simplification,A,2025-03-02 01:47:00
7f9e861a-7842-4a88-9a36-f74ba08c55c9,onboarding_simplification,A,2025-03-02 01:55:00
0e42a506-bbe1-4acc-93c9-1671103871c8,onboarding_simplification,A,2025-03-02 02:56:00
a4ab7f24-1e6d-448b-ac3c-874fe8b8b69f,onboarding_simplification,A,2025-03-02 03:28:00
187011bb-6d89-4c0b-82d4-b57b7ba3debb,onboarding_simplification,B,2025-03-02 03:45:00
765ce173-435c-4675-a69d-8da320a9990a,onboarding_simplification,B,2025-03-02 03:45:00
07b01f2b-dbfd-4803-8a37-670016127d54,onboarding_simplification,B,2025-03-02 04:26:00
3c3aea76-5bbb-4285-9532-47ddbd6a9681,onboarding_simplification,B,2025-03-02 04:51:00
6d5686c7-a99c-420e-aeaa-273b3bf9506d,onboarding_simplification,B,2025-03-02 04:57:00
6efede3f-8020-461e-adcb-1f4ce4fd091a,onboarding_simplification,B,2025-03-02 05:35:00
bf53b8b3-189f-4059-aacd-e91a7d2b5d20,onboarding_simplification,A,2025-03-02 05:46:00
11311509-305d-4149-9e5a-f418c151fb6f,onboarding_simplification,B,2025-03-02 06:14:00
303d38e4-5357-439f-962e-b56b509b7314,onboarding_simplification,B,2025-03-02 08:35:00
1cd758c8-e793-4f11-8c01-51f8a5ac115b,onboarding_simplification,B,2025-03-02 09:17:00
46db6a50-6196-4400-b95d-ff63e3cf73db,onboarding_simplification,A,2025-03-02 09:39:00
ac04f40f-8a0f-4bf1-98c2-f1c5302de741,onboarding_simplification,A,2025-03-02 10:40:00
c5162e5a-9baa-4507-b7c1-e53b67fe335c,onboarding_simplification,B,2025-03-02 12:44:00
50f30922-ef80-413b-9d10-aac52fbbf56b,onboarding_simplification,B,2025-03-02 13:07:00
c3d01ddf-5b16-4c3a-8461-91b56d74cd62,onboarding_simplification,A,2025-03-02 13:14:00
d6a253ec-408c-4292-bc6e-d9c03d080eda,onboarding_simplification,A,2025-03-02 13:18:00
2afc4ab1-4549-47d0-9820-d86f18d91126,onboarding_simplification,A,2025-03-02 14:34:00
1f165fde-65ba-4a84-8372-8fd3a28f2d94,onboarding_simplification,B,2025-03-02 15:25:00
fb5a99f6-c9b2-4328-b43e-533c25ac4d45,onboarding_simplification,A,2025-03-02 15:32:00
754439e5-9861-45d1-b11d-2c134c416387,onboarding_simplification,A,2025-03-02 15:51:00
2619e810-ba15-433d-b59f-3eba9d73eb3e,onboarding_simplification,B,2025-03-02 16:11:00
6cf4f0ab-3215-49e3-9721-ad4b97c4bdf6,onboarding_simplification,B,2025-03-02 16:12:00
6f3c4bc3-8e94-41b1-b9d7-37c1007924fe,onboarding_simplification,A,2025-03-02 16:22:00
7bc0c610-4e67-4d0e-bc59-2f6879496175,onboarding_simplification,A,2025-03-02 16:25:00
127ab75c-fe00-4b92-99f9-f3ee26ebc0e3,onboarding_simplification,A,2025-03-02 16:28:00
1d99dc11-8a1e-4c6d-ad27-cb8495096320,onboarding_simplification,A,2025-03-02 16:41:00
f3c3990d-f43a-45cb-8c56-10c87cde7ec1,onboarding_simplification,B,2025-03-02 16:44:00
a36880d7-8684-4b9f-a5cb-7399c96b0b07,onboarding_simplification,A,2025-03-02 17:31:00
c00b30df-b730-4e50-8a24-800f77c0402f,onboarding_simplification,A,2025-03-02 18:07:00
b6005dba-6d55-4a41-87be-bf9aedb13ce7,onboarding_simplification,A,2025-03-02 18:17:00
64da36af-4b2b-4a32-8cae-54b3ebf59df0,onboarding_simplification,A,2025-03-02 18:23:00
60cfdb50-12c9-4041-9c74-2b02c3106734,onboarding_simplification,A,2025-03-02 18:25:00
26c3b27a-fd13-451f-9919-322559885a1a,onboarding_simplification,A,2025-03-02 18:58:00
2c3cf4df-72eb-4b62-ad3d-a6fa77dee021,onboarding_simplification,B,2025-03-02 19:00:00
162d61db-56cb-4948-9d8a-6a7c1b7780dd,onboarding_simplification,A,2025-03-02 19:05:00
b075c611-96ee-484b-a36a-dccb0433829c,onboarding_simplification,B,2025-03-02 19:27:00
b2f5cb62-884f-4e73-a26c-75c39bb073ba,onboarding_simplification,B,2025-03-02 22:35:00
ca5bf4a1-0133-40ea-83bd-41c77a0910d4,onboarding_simplification,B,2025-03-02 23:08:00
561cd2ea-42ae-4448-b5fc-a2e7141de3a9,onboarding_simplification,A,2025-03-03 00:30:00
17160f78-bedb-4e98-934d-1883fc001480,onboarding_simplification,A,2025-03-03 01:40:00
901dc53f-134d-4d78-9e91-bdd2fb19dab9,onboarding_simplification,B,2025-03-03 01:42:00
87c653f9-d77d-4812-bac1-d2589d97c13f,onboarding_simplification,A,2025-03-03 02:10:00
4ebb28cf-85e7-4ae5-8b29-a390d83c703e,onboarding_simplification,B,2025-03-03 03:13:00
ec863dfd-a862-4b42-9d3e-c9721e398cbb,onboarding_simplification,A,2025-03-03 04:07:00
b3f6096c-e5f9-4eb2-ad09-c395b0dc0221,onboarding_simplification,A,2025-03-03 05:19:00
bc559b06-6859-4aaa-b9f8-9b40e7ab6c99,onboarding_simplification,A,2025-03-03 05:27:00
d00e8785-f7fa-458e-ab99-8160aceccfd3,onboarding_simplification,B,2025-03-03 05:32:00
8014b25a-b665-4ff1-b386-821c1647d6d0,onboarding_simplification,A,2025-03-03 06:02:00
082d55dd-0010-4f94-baa9-5c871a284337,onboarding_simplification,A,2025-03-03 06:15:00
58ba02df-3f51-453e-b8ac-258b5bc80e4d,onboarding_simplification,B,2025-03-03 06:18:00
f0c77808-1e53-4c26-858b-eaaa4803a271,onboarding_simplification,B,2025-03-03 06:54:00
0815c3c7-1b35-4a37-85d5-faad0d4ee27b,onboarding_simplification,B,2025-03-03 07:28:00
a85be69d-a8b7-4ec0-a6a5-91ed4bee51d6,onboarding_simplification,A,2025-03-03 07:51:00
6460b7db-8131-4401-b59e-243472950f9f,onboarding_simplification,B,2025-03-03 08:41:00
dabfe143-55f7-499e-80a2-31f605f49c00,onboarding_simplification,A,2025-03-03 08:56:00
ac926704-ed35-43e3-aef9-a6e756557687,onboarding_simplification,A,2025-03-03 09:09:00
361f3df3-107b-430f-9998-c1750445ab8f,onboarding_simplification,A,2025-03-03 10:04:00
191c7cef-6d32-4051-9d27-3f535a0b73c3,onboarding_simplification,B,2025-03-03 10:21:00
8e183670-9b2f-47d1-9f5f-3a02d5f8109e,onboarding_simplification,A,2025-03-03 10:29:00
bdab5816-8175-4c4a-a41b-6ade2e5e9913,onboarding_simplification,B,2025-03-03 10:31:00
639c08a0-e225-4f0f-9736-74e343e9e08e,onboarding_simplification,B,2025-03-03 10:54:00
5088a094-dca3-47ee-9161-1dc8608f513d,onboarding_simplification,A,2025-03-03 11:49:00
3409d023-8067-46b9-a6d7-4e19aab95bf3,onboarding_simplification,B,2025-03-03 12:26:00
46b70d88-acb1-438f-a496-e20a2afd2d21,onboarding_simplification,B,2025-03-03 13:26:00
7dbf9515-a4a4-4513-a01c-b70b66e29c56,onboarding_simplification,B,2025-03-03 14:12:00
72e2ffe9-0f94-466d-b9b5-b76fbc8f389b,onboarding_simplification,B,2025-03-03 15:16:00
b19c46a3-5f7f-4edd-972f-1db21b322374,onboarding_simplification,B,2025-03-03 16:08:00
585c2509-d744-474d-9da7-7542ce24dc35,onboarding_simplification,B,2025-03-03 16:18:00
dfd322a5-6323-4abe-a8eb-bdd696573666,onboarding_simplification,B,2025-03-03 19:07:00
752db817-bb31-4b26-b816-2114d3749050,onboarding_simplification,A,2025-03-03 19:10:00
074b8bb1-39d6-4088-a28d-7dfa526bd7c5,onboarding_simplification,A,2025-03-03 19:15:00
5f001db6-ee1f-4a32-97e1-abe752d99d10,onboarding_simplification,A,2025-03-03 19:43:00
4e4287ea-3da4-421d-8cbc-4b03d4e1eda8,onboarding_simplification,A,2025-03-03 20:35:00
dd0dccef-a155-4bb6-ab3a-5207736d0417,onboarding_simplification,A,2025-03-03 21:35:00
f30d4313-e1c2-43a6-b9bd-d75ed1a3ffd4,onboarding_simplification,B,2025-03-03 21:39:00
a192e1d6-dc02-4b84-9d0d-1054686aa5ed,onboarding_simplification,A,2025-03-03 21:59:00
9a4a50c1-e9e8-469d-bcb7-4c08edfc9f3b,onboarding_simplification,A,2025-03-03 23:33:00
45ee9833-b060-433e-8133-c0b0a901665f,onboarding_simplification,A,2025-03-04 00:41:00
8c6f5c1b-9970-4d2c-bd7c-5c21e1837548,onboarding_simplification,A,2025-03-04 00:53:00
c1e8d127-b0af-4e5e-abdf-49832fd5a20e,onboarding_simplification,A,2025-03-04 02:01:00
07b42687-6f94-46eb-82a6-cbca227f3535,onboarding_simplification,B,2025-03-04 02:20:00
e631018f-92ba-4fe3-9164-4b76125c80e2,onboarding_simplification,A,2025-03-04 03:22:00
076b4e8b-842c-4594-b9a7-aebf3ae9a0ce,onboarding_simplification,A,2025-03-04 03:27:00
67c420ff-3a4f-49cf-acff-86dd7fee3d10,onboarding_simplification,B,2025-03-04 03:32:00
4acaba96-ea60-46d7-b00d-98a5921b957a,onboarding_simplification,A,2025-03-04 03:38:00
722ac3c2-99a1-4996-9193-6084362a29cf,onboarding_simplification,B,2025-03-04 03:41:00
d30cbb77-70e4-41ed-9244-d24d237bea1a,onboarding_simplification,B,2025-03-04 04:43:00
8ba9b3ff-42dc-48c0-adcc-b0d6cc4e3f64,onboarding_simplification,A,2025-03-04 05:17:00
d10f72b3-46bc-4bca-a782-6f1ac0a28327,onboarding_simplification,A,2025-03-04 05:22:00
4b0625e2-c5db-44c6-b4aa-9f0090e69e9a,onboarding_simplification,B,2025-03-04 05:56:00
83ba8107-c7d2-494f-8748-a2bb66cfd6e4,onboarding_simplification,B,2025-03-04 05:58:00
27cf0310-95c4-4b79-953f-165e79588551,onboarding_simplification,A,2025-03-04 06:07:00
9a53f160-869d-476b-9bc6-23d8eac370d5,onboarding_simplification,A,2025-03-04 06:09:00
731f6e18-cf56-47f0-8063-19e7b71efaf2,onboarding_simplification,B,2025-03-04 07:00:00
a08336ee-d427-410e-99e8-aad6113320d6,onboarding_simplification,B,2025-03-04 07:48:00
a7342ae3-f030-4d57-822f-9e3104912bb5,onboarding_simplification,A,2025-03-04 07:56:00
b661d017-906a-4032-a7c5-b6ec9cc45d8c,onboarding_simplification,B,2025-03-04 08:40:00
eb6830b1-3300-4847-80f6-81e82da9d6e2,onboarding_simplification,A,2025-03-04 08:44:00
c8fde5a5-275c-4a69-a69f-eaa9fe0ad13b,onboarding_simplification,A,2025-03-04 09:00:00
acddcb56-0f61-4a71-95e5-9196c6ad8a06,onboarding_simplification,B,2025-03-04 09:35:00
14421cf2-8412-4869-a857-9db5ccdaa7c9,onboarding_simplification,B,2025-03-04 09:45:00
826f8b26-884a-4fd3-8166-945d8b55a8c9,onboarding_simplification,B,2025-03-04 10:00:00
48bff49a-8ce1-43d9-a393-e9b795ff400e,onboarding_simplification,B,2025-03-04 10:01:00
a48163bc-e07d-4e43-bbe2-e5a0faefd274,onboarding_simplification,A,2025-03-04 12:28:00
3f336ae1-2017-4a07-bc2a-c3970bffd26e,onboarding_simplification,A,2025-03-04 12:59:00
5ec3543f-ff52-4647-96f8-12923923d804,onboarding_simplification,A,2025-03-04 13:44:00
cc590083-7b3e-432a-bce9-1d6c4f759070,onboarding_simplification,B,2025-03-04 14:34:00
89d6bd53-94da-440b-96a1-5dff0ac5c1ce,onboarding_simplification,A,2025-03-04 15:11:00
58adee64-0227-4aa5-bf8b-f63354819ae0,onboarding_simplification,A,2025-03-04 15:18:00
54d72341-38df-4e5a-baf6-b6c7ed825e58,onboarding_simplification,B,2025-03-04 15:35:00
e9f506e6-29fc-4e71-8e00-31d3c4613c84,onboarding_simplification,B,2025-03-04 15:37:00
5f7a11b8-1f0a-48ed-884c-38cb2df2dc1b,onboarding_simplification,B,2025-03-04 16:07:00
6e4c6640-f18f-420c-952c-549d61f6de14,onboarding_simplification,B,2025-03-04 16:29:00
8408f473-c879-48db-a0e8-e841e84ac36d,onboarding_simplification,B,2025-03-04 16:58:00
7fbba197-3a63-49bc-9d31-a2aeb665bb60,onboarding_simplification,A,2025-03-04 17:06:00
446102aa-49cd-41ec-bb78-9bb63afa2550,onboarding_simplification,B,2025-03-04 20:58:00
ccc757ca-8c34-4e77-be4c-b9cdc5d4a218,onboarding_simplification,B,2025-03-04 21:18:00
2b1f4bcd-039c-4b63-9e98-cb59287ba433,onboarding_simplification,A,2025-03-04 21:29:00
ab917f99-17f2-4610-bb0a-82fafdaf57c0,onboarding_simplification,B,2025-03-04 21:43:00
291c8464-5b85-4381-9cd7-020b3e1373bb,onboarding_simplification,B,2025-03-04 22:14:00
09a997b1-734b-4ea5-8fd7-00c3478521e9,onboarding_simplification,A,2025-03-04 22:26:00
d37580d9-cfce-46f0-aeb0-0353ef89ade3,onboarding_simplification,B,2025-03-04 22:33:00
15632b85-ca77-4629-ae5a-d80ca71a4700,onboarding_simplification,A,2025-03-04 23:03:00
f65e89b1-480c-4d32-9f02-5d0f8394d9c5,onboarding_simplification,B,2025-03-04 23:38:00
e2d854d3-b668-4021-82ec-824fadb00e16,onboarding_simplification,A,2025-03-05 00:00:00
ec2c528e-e88f-40b5-bf5a-5b1def3b7e6c,onboarding_simplification,A,2025-03-05 00:29:00
e3d5d1e1-92fe-44df-a037-73fb620c7da3,onboarding_simplification,B,2025-03-05 01:22:00
15473e5e-91df-47e9-bc5f-cb5f4be10b7f,onboarding_simplification,B,2025-03-05 01:29:00
ac57eb85-a668-4965-a86c-14364ffdfb81,onboarding_simplification,B,2025-03-05 01:35:00
892e2579-2d26-4702-be44-254cee46b4d3,onboarding_simplification,B,2025-03-05 01:46:00
62b9a210-489e-4003-a9b3-f57c3f0e7a3d,onboarding_simplification,A,2025-03-05 02:05:00
6f80e52f-16a6-41fa-97c1-9c1e21b77285,onboarding_simplification,A,2025-03-05 02:13:00
779326b2-e640-44d9-9e10-5962551e6e90,onboarding_simplification,B,2025-03-05 02:51:00
84f56f1e-efa3-4652-8370-df1f6f91dcf7,onboarding_simplification,B,2025-03-05 03:00:00
22833493-bc83-46b3-8088-e15a98724e67,onboarding_simplification,B,2025-03-05 03:16:00
3e7f121a-f1ba-402d-bcbe-1d27e39b0af8,onboarding_simplification,B,2025-03-05 04:18:00
9a89acea-176a-4601-ae97-0871261e8289,onboarding_simplification,B,2025-03-05 05:09:00
6bdd9a30-d5cf-4dc8-b91e-5b45facd29f6,onboarding_simplification,A,2025-03-05 06:17:00
ba47f96a-3a6d-4616-9009-25227433bf3a,onboarding_simplification,A,2025-03-05 06:56:00
ee744cb0-7025-401e-9d3c-1772cfc55071,onboarding_simplification,B,2025-03-05 07:35:00
9dd7740f-880e-4254-b2a8-3d50e0bc491f,onboarding_simplification,B,2025-03-05 08:09:00
4fabaeec-b4d6-4e2b-aa0b-30acec312ca2,onboarding_simplification,B,2025-03-05 09:42:00
f58f3e12-ce91-406e-97e9-ec830a4c3385,onboarding_simplification,B,2025-03-05 10:10:00
b3f7b3d0-0195-453b-b35e-497a9e7c1798,onboarding_simplification,B,2025-03-05 10:33:00
8e46505c-9312-4786-b668-6ae2a756b706,onboarding_simplification,A,2025-03-05 11:01:00
315ca9a0-7060-4513-bb92-3fc1ad023fa0,onboarding_simplification,A,2025-03-05 11:55:00
d6ebb10e-faa6-40bd-9e92-4fe0937ded78,onboarding_simplification,A,2025-03-05 11:58:00
a9df35b5-cfd9-408c-9b58-bc51be0b260f,onboarding_simplification,A,2025-03-05 14:30:00
ccc10f71-c8f3-4ddf-b991-7c1246472e52,onboarding_simplification,A,2025-03-05 14:33:00
0f0983f1-817f-4ece-bf31-1ef39aa816dc,onboarding_simplification,A,2025-03-05 16:47:00
e6dd6b8c-60da-4d2d-b21e-f0d727f0ea2c,onboarding_simplification,A,2025-03-05 17:28:00
c58b4f0b-171d-4aaa-91ce-103d7db1c2a2,onboarding_simplification,A,2025-03-05 17:53:00
17bcd014-b332-452b-83a7-f8af241f6aac,onboarding_simplification,A,2025-03-05 18:37:00
99d0d701-f7c6-46f2-8862-d03c7011bf1a,onboarding_simplification,A,2025-03-05 19:11:00
c10e22e9-3fd6-4e0f-83f3-f6d49d965945,onboarding_simplification,B,2025-03-05 19:20:00
b0012984-1227-4d64-89b8-3455aa042c29,onboarding_simplification,B,2025-03-05 20:31:00
2d3848a0-8122-4815-8a0a-eac24685fb9c,onboarding_simplification,B,2025-03-05 20:38:00
053d5918-7dc4-4768-91a5-42c710698c54,onboarding_simplification,A,2025-03-05 21:41:00
9baaceac-e0d6-4e23-bb01-40b9b3e28f14,onboarding_simplification,B,2025-03-05 22:03:00
9d3eec38-9338-4a46-bb60-99ce1b63bc7c,onboarding_simplification,B,2025-03-05 23:03:00
48031df8-0315-449a-9468-33b87ef9fd29,onboarding_simplification,A,2025-03-06 00:28:00
1f9a96f2-0875-4bfb-84ee-32ebf8bc4508,onboarding_simplification,B,2025-03-06 01:40:00
947bce3e-fa45-4caa-af85-566e96e8cce9,onboarding_simplification,A,2025-03-06 02:02:00
e23c4738-0d0b-4b13-952b-ce0299ca218a,onboarding_simplification,B,2025-03-06 02:16:00
16640002-9c2e-4f5d-9bc9-79d22b74ecc8,onboarding_simplification,A,2025-03-06 03:16:00
055dd512-dac0-4d55-992d-1753ca80833a,onboarding_simplification,B,2025-03-06 03:28:00
0b8373f4-3877-4751-8275-7610ef997e35,onboarding_simplification,A,2025-03-06 03:29:00
843df1a9-e696-4bb4-a75b-8291542b0af5,onboarding_simplification,B,2025-03-06 04:54:00
05a68a7c-8f20-4144-b4d3-f4e59ca57d8a,onboarding_simplification,B,2025-03-06 04:56:00
729715f9-d90f-4611-a340-99d075667110,onboarding_simplification,A,2025-03-06 06:48:00
f7b3a2d7-0616-445d-b3f2-f3782557bef3,onboarding_simplification,A,2025-03-06 08:24:00
77333f62-a3a9-4c54-90ef-31e2ae6bd021,onboarding_simplification,B,2025-03-06 08:38:00
352c7193-1f93-46a0-9967-28f068305322,onboarding_simplification,A,2025-03-06 08:58:00
2d29693f-a668-4c5b-9045-3010bfa078e9,onboarding_simplification,A,2025-03-06 09:23:00
fb00ce5f-5e2f-4482-9c94-8454fca0a2c6,onboarding_simplification,A,2025-03-06 12:32:00
185ef3be-9bec-4e7a-8648-e7a33d7c4a51,onboarding_simplification,A,2025-03-06 12:39:00
072ecf25-939d-45d7-be13-9d7169dfbd86,onboarding_simplification,A,2025-03-06 12:41:00
09cdcf89-3fe0-4f1f-a58b-b86fb5359cfc,onboarding_simplification,A,2025-03-06 13:13:00
0f4148ae-4879-4846-a887-8dcddabc9eb2,onboarding_simplification,B,2025-03-06 13:26:00
2af14775-3b54-49b2-b9aa-b47d19f9e199,onboarding_simplification,A,2025-03-06 13:51:00
acb7bee8-c577-4b41-9efd-1754d14bb9c4,onboarding_simplification,B,2025-03-06 14:20:00
270d02b0-4dff-4d19-a95c-a1319b8c10ab,onboarding_simplification,A,2025-03-06 14:56:00
fe0f4caa-6368-4626-a330-ea55f80d49fd,onboarding_simplification,A,2025-03-06 15:18:00
b547250c-7411-4322-b9b9-031e337728c0,onboarding_simplification,A,2025-03-06 15:24:00
82a93d9d-b0d1-447f-bc27-82a50ac060f5,onboarding_simplification,A,2025-03-06 15:24:00
930a57e7-e476-493d-9b9c-311d29dbf772,onboarding_simplification,A,2025-03-06 17:25:00
047610b4-9a1c-46ff-adca-4af4ec3f036f,onboarding_simplification,A,2025-03-06 19:03:00
b1537449-b704-4021-801d-d8c4b3bb3bed,onboarding_simplification,A,2025-03-06 19:38:00
fdbaf8be-002d-4c0f-b2b2-ae0c0ce85999,onboarding_simplification,A,2025-03-06 20:50:00
1587e813-e9e4-4aee-a2d7-ed93afdae251,onboarding_simplification,B,2025-03-06 21:09:00
9ebf9dd9-d849-43b9-a1a6-24d3713932eb,onboarding_simplification,B,2025-03-06 23:22:00
20332e75-5865-4436-9402-1913d5b49ba4,onboarding_simplification,B,2025-03-06 23:32:00
a79c98a7-b556-429d-93f7-08e375b5f3a5,onboarding_simplification,A,2025-03-07 00:39:00
e6df98d2-a51c-45a6-887a-0cba88795165,onboarding_simplification,A,2025-03-07 01:29:00
f7df6944-2fbc-46d2-8318-06e2e53b64c2,onboarding_simplification,B,2025-03-07 01:59:00
164354d3-9832-48ab-b6a9-4eb818b98a14,onboarding_simplification,B,2025-03-07 02:04:00
cbb3c1be-f80a-47f8-bf52-ef55f2eef7b5,onboarding_simplification,B,2025-03-07 02:49:00
75728110-a17a-480b-b8ad-ff9c8f03e119,onboarding_simplification,A,2025-03-07 02:55:00
6a801d2f-e358-4923-a756-9bf0d5b2126a,onboarding_simplification,A,2025-03-07 03:25:00
a5a29d89-c115-49b2-b791-6a91add96021,onboarding_simplification,B,2025-03-07 03:31:00
1c8fbe00-64e6-4462-aefc-1ae5384dffff,onboarding_simplification,A,2025-03-07 04:07:00
52714f71-febf-4a36-b154-3d12b0c53e06,onboarding_simplification,B,2025-03-07 04:09:00
d4473c7f-8214-4eb9-a5bc-c1ae904cb0fd,onboarding_simplification,A,2025-03-07 04:38:00
b3374c3e-0b38-404b-8f98-8a298f2ea060,onboarding_simplification,B,2025-03-07 04:43:00
c45121e4-7a90-4dae-a55f-d143b084cdcc,onboarding_simplification,A,2025-03-07 04:57:00
37b5f4cb-19ac-4ba6-9904-d63ad95823e7,onboarding_simplification,B,2025-03-07 05:27:00
1290632c-6006-4d1d-a41c-5eeb00709a63,onboarding_simplification,B,2025-03-07 05:31:00
c3818070-4665-42cb-8ee0-84bc11ecc278,onboarding_simplification,A,2025-03-07 05:51:00
c9f87c0a-f8e2-404d-ad56-8ac5c7d6dd90,onboarding_simplification,B,2025-03-07 06:49:00
8c1e7888-b4d7-4ed1-815c-ec334c13f135,onboarding_simplification,B,2025-03-07 06:55:00
d0c1343b-cfb4-4244-95fd-5b12bee3be28,onboarding_simplification,A,2025-03-07 07:02:00
ffcd4080-e717-486a-b6f1-208b9ecfe4e3,onboarding_simplification,A,2025-03-07 07:16:00
