subscription_id,user_id,plan,start_ts,end_ts,status
762c4b9b-602b-4537-b4d4-837e645f37be,79c65c5e-acbb-45c0-9b0f-26ee0ba80d29,monthly,2025-03-02 15:21:00,2025-05-01 15:21:00,canceled
7f2611b4-df4f-4796-9458-e21a4d68f39f,6dd0de21-85ae-453d-ad2b-f5ff3734aeec,annual,2025-07-20 14:42:00,2026-07-20 14:42:00,active
90891538-f26d-4a90-97d6-fbbb6f3af461,8749072c-695d-4da9-b115-57e28a8cf154,annual,2025-03-18 10:10:00,2026-03-18 10:10:00,active
55298a7e-dbaf-4e2a-8c4d-cd7b089d9493,0425034f-ddce-4530-bcd3-4f131c210c1b,monthly,2025-03-12 07:42:00,2025-07-10 07:42:00,canceled
49592ffd-93c9-434a-858d-716519a1d4ca,747382be-38de-4464-9e81-fd7ef8e91ee8,annual,2025-06-14 11:33:00,2026-06-14 11:33:00,active
b44bd0c4-dde4-4795-bc8b-eec3d964f73e,06099588-37bb-4a48-81ca-8831743c3eed,monthly,2025-02-26 17:12:00,2025-08-25 17:12:00,active
b594058f-9cdb-4b20-bea2-da1a45f1c7e6,fd198109-039c-4777-a387-fffcce6d5374,annual,2025-04-08 00:48:00,2026-04-08 00:48:00,active
67714808-b22d-4d4d-aae0-06a6e1ba18ea,fd198109-039c-4777-a387-fffcce6d5374,monthly,2025-04-14 00:21:00,2025-07-13 00:21:00,canceled
815b7e2c-5337-4638-a4a3-1ea969eda43e,fd198109-039c-4777-a387-fffcce6d5374,monthly,2025-05-27 21:24:00,2025-07-26 21:24:00,canceled
1ffab045-d522-444f-94b1-aedd975750e3,fd198109-039c-4777-a387-fffcce6d5374,annual,2025-07-05 18:23:00,2026-07-05 18:23:00,active
49bc1c63-0858-495d-9ada-e633f9af9a61,d2df1e41-41cf-4fe5-80ed-0947edb0bd2e,monthly,2025-03-25 22:19:00,2025-05-24 22:19:00,canceled
666384da-1d6f-46d4-8c57-b53973871b65,11d9ee6e-6e83-4b40-b3ed-9c67cb6c2569,monthly,2025-02-27 02:33:00,2025-11-24 02:33:00,active
bda7e8a8-8ad0-444f-940e-f93703dceb21,3f69f6b2-03af-4f33-bd3f-a9ecc97ce1a2,monthly,2025-05-11 21:17:00,2025-11-07 21:17:00,active
5e1d2297-3716-4786-9d9a-b2495a38b342,518d2d8b-a37a-40a7-bcdc-8eb31b6b86a9,monthly,2025-03-20 22:16:00,2025-06-18 22:16:00,canceled
4e652154-24e6-4bf7-b712-81e57588c304,518d2d8b-a37a-40a7-bcdc-8eb31b6b86a9,monthly,2025-07-10 05:20:00,2026-06-05 05:20:00,active
8da2c320-4d60-4c2b-a6fb-feac2ddc5b02,7f887c85-9759-4fc8-ad57-3e184194e668,monthly,2025-06-15 09:46:00,2025-11-12 09:46:00,active
187ac55d-2541-4bcd-a33c-b2025b90b24b,5c4efc19-d8a4-4652-a763-c933257a4e9b,annual,2025-03-02 12:13:00,2026-03-02 12:13:00,active
0e92193f-65ec-4ce6-a0f2-8e64b7f059f0,5c4efc19-d8a4-4652-a763-c933257a4e9b,annual,2025-04-30 10:18:00,2026-04-30 10:18:00,active
f950b10b-3026-4ad1-89e8-42650c9b7819,4e242bc8-efbb-43b5-9527-e2d2dfb4770c,monthly,2025-03-29 21:27:00,2025-09-25 21:27:00,active
9108d737-bc29-4727-affd-468395c0451b,3dd351e3-3935-47ce-8edc-ab2205f4e34b,monthly,2025-02-07 04:18:00,2025-08-06 04:18:00,active
f8f44f06-cdc6-48b3-91a0-bd04f604078e,ac2b3d39-2f0e-4663-bd2d-5137f0ebe40c,annual,2025-02-24 23:44:00,2026-02-24 23:44:00,active
cebe9475-456b-491d-a2f4-d8b75ff67d2d,ac2b3d39-2f0e-4663-bd2d-5137f0ebe40c,annual,2025-03-19 15:12:00,2026-03-19 15:12:00,active
ee53acb5-7c0e-473a-9f95-2e1df16d0d29,ac2b3d39-2f0e-4663-bd2d-5137f0ebe40c,monthly,2025-03-29 13:39:00,2025-10-25 13:39:00,active
7e46690f-f2eb-482f-9164-c5694a60d176,ac2b3d39-2f0e-4663-bd2d-5137f0ebe40c,monthly,2025-05-01 09:59:00,2025-07-30 09:59:00,canceled
96ac211d-dec5-441c-a4f1-2f5a9ec8fc69,ac2b3d39-2f0e-4663-bd2d-5137f0ebe40c,monthly,2025-06-11 23:50:00,2025-11-08 23:50:00,active
26d70e51-b2d2-489d-bf15-5865bf4fdbba,ac2b3d39-2f0e-4663-bd2d-5137f0ebe40c,monthly,2025-07-23 09:26:00,2025-09-21 09:26:00,active
c24c4fcd-9aac-42a0-8ba3-05aba1019cf4,db4b9037-f789-410c-b5e1-255fb59f187e,annual,2025-02-11 17:01:00,2026-02-11 17:01:00,active
1b5d1831-d3a2-4499-80f1-39532348f429,db4b9037-f789-410c-b5e1-255fb59f187e,monthly,2025-03-19 06:21:00,2025-10-15 06:21:00,active
6ac14420-7ee8-4cbc-8c15-2b1f9b2c095e,db4b9037-f789-410c-b5e1-255fb59f187e,annual,2025-04-25 06:36:00,2026-04-25 06:36:00,active
b79d0df0-aa1c-4b32-b059-e0d56223fa12,db4b9037-f789-410c-b5e1-255fb59f187e,annual,2025-04-26 04:47:00,2026-04-26 04:47:00,active
daddef27-35b7-4fdd-8367-a988bd4b7668,db4b9037-f789-410c-b5e1-255fb59f187e,monthly,2025-05-15 04:36:00,2025-08-13 04:36:00,active
a1103bf4-a66e-48d7-a56b-97ce1f22f113,d08c5eb1-bfc6-47e5-ac59-a7456369f4b4,annual,2025-03-18 19:04:00,2026-03-18 19:04:00,active
6e6c9a83-d08d-446b-8920-d040b3550cd0,c455ba22-a2fc-43e4-b5c3-421c4453e932,annual,2025-02-17 18:52:00,2026-02-17 18:52:00,active
06fe5a25-7014-4067-8062-c1701aa28498,c455ba22-a2fc-43e4-b5c3-421c4453e932,monthly,2025-06-10 09:51:00,2025-10-08 09:51:00,active
a9f07df2-ffb1-475d-b7fa-3df55e0234ef,c455ba22-a2fc-43e4-b5c3-421c4453e932,monthly,2025-06-10 09:21:00,2026-01-06 09:21:00,active
f782e83a-7fff-42cc-ac5d-c049df738b0d,5b93581d-7655-410e-9bec-5fae30f45686,annual,2025-04-24 03:19:00,2026-04-24 03:19:00,active
5fcea3a1-e651-43b2-8e0b-49c3eaaec21d,a8e8e0f1-054b-49e7-bc97-03e6b609615c,monthly,2025-02-26 23:38:00,2025-06-26 23:38:00,canceled
71fcb4e4-36e2-4f00-af02-c64cc30b3433,8770f51a-6fcb-478f-a0e6-e4953ee236f1,monthly,2025-02-25 23:15:00,2025-04-26 23:15:00,canceled
2d3b9103-5bb3-4f5d-9de9-e2c1c2aa4b61,8770f51a-6fcb-478f-a0e6-e4953ee236f1,monthly,2025-03-06 17:19:00,2025-05-05 17:19:00,canceled
aa473880-b4f5-4105-b78b-0529cd572e36,8770f51a-6fcb-478f-a0e6-e4953ee236f1,annual,2025-03-22 01:29:00,2026-03-22 01:29:00,active
a740e640-a0e6-4920-bb8c-3fdd945f5a9a,8770f51a-6fcb-478f-a0e6-e4953ee236f1,monthly,2025-04-22 02:29:00,2025-08-20 02:29:00,active
a5c3e6cf-7098-45ef-bc42-7192e750a30c,8770f51a-6fcb-478f-a0e6-e4953ee236f1,monthly,2025-05-03 03:44:00,2025-11-29 03:44:00,active
9349f5a8-e427-4e20-8987-caf41c265f1a,8770f51a-6fcb-478f-a0e6-e4953ee236f1,monthly,2025-06-19 21:27:00,2025-10-17 21:27:00,active
cc91756c-fad3-4fc9-9a10-825760e7c860,1cec4fd6-15b4-4895-9a12-f4a388fa57a2,annual,2025-07-16 05:06:00,2026-07-16 05:06:00,active
d1e12b1b-b421-445f-bf6d-aca62479714e,862994e8-e193-4c42-9f4d-902ca51f9017,annual,2025-04-08 22:13:00,2026-04-08 22:13:00,active
7cc0613e-fc60-47ba-9158-cd55a3899f35,df17be6e-aeaa-4424-9eaa-172ab69fc725,monthly,2025-02-07 22:16:00,2025-04-08 22:16:00,canceled
5de0bfa3-5932-4b5b-92f2-b406e744293d,349e4d09-27fc-4254-813a-e87e83dec14c,monthly,2025-04-13 11:45:00,2025-06-12 11:45:00,canceled
4eae1751-92cb-49dc-9945-19e48c1f811f,349e4d09-27fc-4254-813a-e87e83dec14c,annual,2025-05-27 01:08:00,2026-05-27 01:08:00,active
2e34f22d-d16e-4f1e-b52e-1d2adcbad907,4a9ca74d-89ca-42bc-8943-17554be2f095,monthly,2025-04-16 12:03:00,2025-08-14 12:03:00,active
30490b06-c8a1-408c-b7b8-bce3c712d443,62153e39-33ef-4a23-848d-6dbdf19788dc,annual,2025-05-16 18:58:00,2026-05-16 18:58:00,active
b486ad36-0767-429a-bcc9-f96f4241179e,62153e39-33ef-4a23-848d-6dbdf19788dc,monthly,2025-05-25 03:48:00,2025-10-22 03:48:00,active
4a1debf1-fa21-4159-9ba1-9003ab98bbb0,50d3fce4-e954-4719-8e76-bef771b4232c,monthly,2025-06-06 14:38:00,2025-08-05 14:38:00,active
24600209-b6fe-4699-b18c-c59a6e5b98eb,b6111c28-3036-48f4-bf5d-728a1377df97,monthly,2025-04-13 20:58:00,2025-11-09 20:58:00,active
f2a1f9f1-e204-4249-bb22-f638a47ae025,8e48c541-1b5a-4495-ab53-3e756d8ef5b5,monthly,2025-05-19 16:01:00,2025-07-18 16:01:00,canceled
3694eaa9-f382-4125-bcd0-ca1da054fa8a,8e48c541-1b5a-4495-ab53-3e756d8ef5b5,annual,2025-06-05 15:01:00,2026-06-05 15:01:00,active
4295dcc6-968b-4dec-a8ea-fd548adc28aa,751ff9cd-78f2-49a0-b952-a672d86c0ac6,monthly,2025-04-20 12:40:00,2025-06-19 12:40:00,canceled
fd55adaf-88b7-4e32-a1f8-8af42b345413,44dc2e7f-e570-417e-92be-c313f625693b,annual,2025-02-09 17:28:00,2026-02-09 17:28:00,active
03014786-24de-4450-897c-28c979489666,44dc2e7f-e570-417e-92be-c313f625693b,annual,2025-05-28 07:43:00,2026-05-28 07:43:00,active
c6949c78-2bc1-44cb-8777-a886987a0e7c,173bdec2-5c59-42cb-b535-6fb0afbc153a,monthly,2025-05-25 08:28:00,2026-02-19 08:28:00,active
82550d7e-35b5-441e-9862-26a4681bc485,0c4fbe98-a6d5-488a-b519-c219188c2f50,monthly,2025-07-25 15:37:00,2025-12-22 15:37:00,active
2c43f602-0a2a-423a-9c67-0702768573d7,62efa75b-773b-4ff9-9263-b63dd5c0adcc,monthly,2025-04-24 19:41:00,2025-06-23 19:41:00,canceled
927b2d19-0c65-4e2b-a7b1-ebdc5d54735a,5845dbe6-c196-47d8-b012-07cf185d2ade,monthly,2025-02-25 00:00:00,2025-04-26 00:00:00,canceled
0f0b3f17-889a-41f0-af1b-e996a3a4b9bc,5845dbe6-c196-47d8-b012-07cf185d2ade,monthly,2025-03-01 03:12:00,2025-04-30 03:12:00,canceled
c99af0e9-0914-4ef2-9b9f-778f487cbcbe,ffdfb1e8-e73b-4927-adac-d23b56acb4a3,monthly,2025-03-14 21:56:00,2025-06-12 21:56:00,canceled
bffff5a3-4b2a-44db-b8e2-a06e2fa8bf92,ffdfb1e8-e73b-4927-adac-d23b56acb4a3,monthly,2025-03-15 23:12:00,2025-08-12 23:12:00,active
0be4cac6-ac20-44d0-8278-352a35270eea,84a34ac0-c325-4235-9d05-7a2758a24f54,annual,2025-02-26 14:42:00,2026-02-26 14:42:00,active
d38def0d-6455-48f7-8cd6-4f630cbe404b,84a34ac0-c325-4235-9d05-7a2758a24f54,annual,2025-04-15 19:30:00,2026-04-15 19:30:00,active
37c516e2-7e87-494f-a856-08f3a41463f8,84a34ac0-c325-4235-9d05-7a2758a24f54,annual,2025-07-20 16:15:00,2026-07-20 16:15:00,active
bcc8e4de-c48f-4408-b8d3-b893fa5730b0,6b875309-78cd-4512-9e68-16fe327cd624,monthly,2025-07-06 03:26:00,2027-02-26 03:26:00,active
13556402-3af5-4e1d-8588-c51741df1bb7,8c66dbca-16f2-4215-85e9-4622b25f2c3a,monthly,2025-03-14 04:50:00,2025-08-11 04:50:00,active
266f1854-5948-402c-9bae-70754785a86b,30b97b84-4bd5-44ce-87fb-29a8f3f77d82,monthly,2025-04-11 15:27:00,2025-06-10 15:27:00,canceled
a61bcf94-0570-4efe-b7f4-676b1127bf74,30b97b84-4bd5-44ce-87fb-29a8f3f77d82,monthly,2025-04-22 01:02:00,2026-04-17 01:02:00,active
8fdfc9f0-b054-4165-8e84-d64b6312a514,30b97b84-4bd5-44ce-87fb-29a8f3f77d82,monthly,2025-05-21 13:43:00,2025-10-18 13:43:00,active
d3e17d86-3b0e-4486-964e-95cde752bae2,06ac412a-2d47-4e1d-8d4f-ef9cf503d852,annual,2025-07-08 21:26:00,2026-07-08 21:26:00,active
64e04fd7-57e9-461e-8149-e4f1618d7c0c,b1a56f5d-d4e8-42dc-af36-50733d0c715e,monthly,2025-06-18 17:15:00,2025-09-16 17:15:00,active
5ed9a99a-2c86-49ec-91e6-8baab673904d,553fe921-e0a6-4da9-aa76-cb3d7f4673b3,monthly,2025-04-17 18:33:00,2025-10-14 18:33:00,active
2f8277c4-ff55-4458-95af-4b912ac61b71,5ab73c6b-8df9-4448-b204-3e72b5550680,monthly,2025-02-05 21:57:00,2025-06-05 21:57:00,canceled
f567e698-63d5-45af-9ac5-9ed0c77b1212,404cc4d8-e67d-46bd-93f3-990ef9ecaa81,monthly,2025-03-11 04:27:00,2025-08-08 04:27:00,active
15d5afeb-e976-42af-9157-91b54b0d48b5,32ebdabf-a015-4181-b39d-e770d89e6375,monthly,2025-02-09 03:00:00,2025-05-10 03:00:00,canceled
515e8e9c-8aab-4d97-b08a-ec68176be8a9,459fd0d9-f05a-4d7f-b032-f86add1eae7d,monthly,2025-05-19 09:06:00,2025-07-18 09:06:00,canceled
2a1c8f7b-50c9-48e2-bd12-0a221917bebf,34dbfd28-6bef-45a4-9111-0a1dee168c86,monthly,2025-02-24 16:49:00,2025-08-23 16:49:00,active
6d9b060d-3437-4c6c-9949-028d03cf6d0c,c073db77-66a4-4ec7-8f83-54a754a99a3b,annual,2025-03-27 22:08:00,2026-03-27 22:08:00,active
e77d1214-01a1-4be9-a03a-72d769263bba,c073db77-66a4-4ec7-8f83-54a754a99a3b,annual,2025-05-25 03:57:00,2026-05-25 03:57:00,active
4b1d7034-3f62-4d87-8709-abd1354ee1b5,a0230de0-3efb-4c56-ae0c-3411fff82dab,annual,2025-02-07 03:55:00,2026-02-07 03:55:00,active
adccef8d-68a0-4cab-b17d-d3e9a42979e7,a0230de0-3efb-4c56-ae0c-3411fff82dab,annual,2025-02-19 23:56:00,2026-02-19 23:56:00,active
95277fb9-a44e-4caa-9f9a-91089eb20701,a0230de0-3efb-4c56-ae0c-3411fff82dab,monthly,2025-02-20 00:08:00,2025-07-20 00:08:00,canceled
805154dc-7274-4ba7-aba2-5a8b10e42f0e,a0230de0-3efb-4c56-ae0c-3411fff82dab,annual,2025-03-19 05:37:00,2026-03-19 05:37:00,active
ae50de73-0b6b-46a1-b77f-9abca5f0ead7,a0230de0-3efb-4c56-ae0c-3411fff82dab,annual,2025-05-04 00:42:00,2026-05-04 00:42:00,active
0ca231da-6aeb-44e9-8c99-8982ef62ed94,a0230de0-3efb-4c56-ae0c-3411fff82dab,monthly,2025-07-17 04:40:00,2025-12-14 04:40:00,active
981b1554-7aef-4683-b477-35d1694948a0,08faf0f4-b57b-4af9-8e55-b37c50ce2e0b,annual,2025-06-21 19:51:00,2026-06-21 19:51:00,active
562a7de4-5c1b-4ae6-9606-9c873debc799,19236c01-0c6b-4031-b44f-c995b8a67778,annual,2025-06-08 18:00:00,2026-06-08 18:00:00,active
a4c7abe1-15df-4848-b5c1-ddfa3f3ac0c4,246595e3-a3e9-4721-a80a-dda5dad8c77d,monthly,2025-05-28 11:21:00,2025-09-25 11:21:00,active
03a193bd-0a7c-4d10-80e9-7c9364683339,246595e3-a3e9-4721-a80a-dda5dad8c77d,annual,2025-06-25 03:56:00,2026-06-25 03:56:00,active
d5b1afe1-20cc-4981-afe9-70a6012c6cda,08335e76-1cb7-48e7-85f4-5e86a4fff2cb,monthly,2025-02-08 16:14:00,2025-05-09 16:14:00,canceled
7670cdb7-5226-4546-9c84-4e1ddabfa1db,08335e76-1cb7-48e7-85f4-5e86a4fff2cb,monthly,2025-07-05 21:19:00,2025-10-03 21:19:00,active
a793d393-324f-40a6-a876-311aa3f83536,08335e76-1cb7-48e7-85f4-5e86a4fff2cb,monthly,2025-07-07 15:22:00,2025-11-04 15:22:00,active
891deedd-e082-40a3-ba64-c353cda1be4a,08335e76-1cb7-48e7-85f4-5e86a4fff2cb,monthly,2025-07-07 15:48:00,2025-09-05 15:48:00,active
d57a1676-7bbf-4018-af72-fcd5d029a057,08335e76-1cb7-48e7-85f4-5e86a4fff2cb,monthly,2025-07-29 02:58:00,2025-09-27 02:58:00,active
04c86273-9f36-4245-84ca-70d2a235b950,cd10ab56-8cda-41f3-92f1-9f7aa01816dc,annual,2025-05-11 10:23:00,2026-05-11 10:23:00,active
d7932dec-176c-4944-8919-995246624120,8fc659f5-29c9-41d1-86a9-af7604663ce4,annual,2025-02-23 21:29:00,2026-02-23 21:29:00,active
8c503302-3eea-462e-839f-d035096ef0a3,8fc659f5-29c9-41d1-86a9-af7604663ce4,monthly,2025-03-29 10:35:00,2026-02-22 10:35:00,active
88198760-0fb2-49be-bc45-18f78788d661,8fc659f5-29c9-41d1-86a9-af7604663ce4,monthly,2025-04-29 20:19:00,2025-07-28 20:19:00,canceled
3584697f-14f1-47ad-a21e-a645a078e32e,8fc659f5-29c9-41d1-86a9-af7604663ce4,monthly,2025-06-01 20:56:00,2025-09-29 20:56:00,active
3f53488d-9d2e-4d6d-90ab-a9dd570de0df,8fc659f5-29c9-41d1-86a9-af7604663ce4,annual,2025-07-29 21:58:00,2026-07-29 21:58:00,active
1884edb6-3483-4638-8922-b1e6838efb58,c3ccd593-7985-41c2-b1f7-45aac8ccccd5,monthly,2025-04-21 08:34:00,2025-08-19 08:34:00,active
50afc11d-2bf0-417a-a16e-0ad49f2b0133,d73adab2-abb9-4792-bed5-09e8df89c5a1,annual,2025-04-25 13:52:00,2026-04-25 13:52:00,active
1d7a7c30-fa6e-4e8e-acc2-e9b37548a7f1,ca869009-d14a-4541-a271-b4fd42a60d51,annual,2025-03-27 12:35:00,2026-03-27 12:35:00,active
689a16f6-835b-4dcd-a651-dc389f9b7766,ca869009-d14a-4541-a271-b4fd42a60d51,monthly,2025-05-25 14:16:00,2026-02-19 14:16:00,active
81da6ef0-71d0-455a-bcd3-a9f8153fd5ff,e8846e36-e35e-4527-b54a-21a056ca22d4,annual,2025-04-23 18:09:00,2026-04-23 18:09:00,active
9d43beec-9e99-43cb-b96a-e1c34ca6ff60,2afc0321-5519-4891-8721-399eabe1554e,monthly,2025-03-05 23:40:00,2025-11-30 23:40:00,active
3165ea96-fb09-405e-b0ed-a7a2675f3e48,4c7b877e-3017-4931-a81d-b08d1136a087,annual,2025-03-18 00:14:00,2026-03-18 00:14:00,active
224b65fc-b188-4202-91f4-3b3a958989a7,2f4858e5-5ed9-4959-a690-031448ff495b,monthly,2025-04-17 22:45:00,2025-07-16 22:45:00,canceled
2ed9e551-95f1-48bd-9b04-033052ae3d8c,2f4858e5-5ed9-4959-a690-031448ff495b,annual,2025-05-01 13:58:00,2026-05-01 13:58:00,active
8f0e3c12-637e-4fa5-8726-2286490831f9,2f4858e5-5ed9-4959-a690-031448ff495b,annual,2025-05-08 14:41:00,2026-05-08 14:41:00,active
d20d0831-0ee7-4f02-a11a-74d290a52cde,2f4858e5-5ed9-4959-a690-031448ff495b,annual,2025-06-13 02:33:00,2026-06-13 02:33:00,active
3e613a62-af7c-4b8d-9b25-746909449317,3bf5ed1a-13c5-4e8a-a159-ea6f7eb03b87,annual,2025-03-01 03:57:00,2026-03-01 03:57:00,active
9a6ac496-116b-468e-b94a-dd76a5d8ff36,3bf5ed1a-13c5-4e8a-a159-ea6f7eb03b87,monthly,2025-03-28 04:28:00,2025-07-26 04:28:00,canceled
be8478f0-f0c2-407a-b4d7-04ec68898d60,3bf5ed1a-13c5-4e8a-a159-ea6f7eb03b87,monthly,2025-03-28 07:31:00,2025-08-25 07:31:00,active
1d329de1-d516-40dc-bdc8-344fe539f025,3bf5ed1a-13c5-4e8a-a159-ea6f7eb03b87,annual,2025-03-28 07:31:00,2026-03-28 07:31:00,active
d520b478-12a2-474b-93a1-f6a7758b2a16,3bf5ed1a-13c5-4e8a-a159-ea6f7eb03b87,monthly,2025-04-29 04:37:00,2026-02-23 04:37:00,active
a90a0315-2f12-43b3-840c-38c8f6808bdd,3bf5ed1a-13c5-4e8a-a159-ea6f7eb03b87,monthly,2025-06-24 15:02:00,2026-01-20 15:02:00,active
1b8320c8-4f26-4b39-8021-bd39ea2b0678,071be43f-2df2-45ad-9fac-dd86edf61fda,monthly,2025-05-29 20:18:00,2026-10-21 20:18:00,active
5a76dcd5-bb9d-47b7-8c07-e57189a02b47,071be43f-2df2-45ad-9fac-dd86edf61fda,monthly,2025-06-29 10:32:00,2025-09-27 10:32:00,active
897a30cf-21d2-446a-a629-032356a5e281,157d3aed-abb2-4380-a170-d7acfaa003e1,annual,2025-05-24 00:19:00,2026-05-24 00:19:00,active
a91b9c93-d39e-4691-a143-fea8cfe96f11,acae6721-0950-41bd-a034-3d968b1e8a25,monthly,2025-06-13 19:48:00,2026-05-09 19:48:00,active
e646544d-0fd0-4114-827d-88a3bfd17bd5,7d5c7afb-9968-4945-993f-1079986746a9,monthly,2025-03-12 08:39:00,2025-06-10 08:39:00,canceled
5ba4aa72-7508-4c11-b777-5124b4c06174,7d5c7afb-9968-4945-993f-1079986746a9,monthly,2025-07-08 16:13:00,2026-02-03 16:13:00,active
fded77ca-df9a-4d22-813b-2842e10c1727,b24476c4-e9ad-4018-bd62-897c5f0f2602,annual,2025-05-25 10:54:00,2026-05-25 10:54:00,active
fe333092-f817-4c9b-88f2-f58bd6af5f52,b24476c4-e9ad-4018-bd62-897c5f0f2602,annual,2025-06-17 20:26:00,2026-06-17 20:26:00,active
8f30ab7e-91ef-4361-8a82-4f4fef205289,b24476c4-e9ad-4018-bd62-897c5f0f2602,annual,2025-06-28 22:06:00,2026-06-28 22:06:00,active
f3dd4d7a-542e-4b66-9b8b-8efe834f11e4,63efc25e-b45e-49be-90a6-216c46fe62de,monthly,2025-02-16 14:28:00,2026-02-11 14:28:00,active
d98bf4c6-c424-4ae1-80a2-982369481823,63efc25e-b45e-49be-90a6-216c46fe62de,monthly,2025-02-27 09:31:00,2025-08-26 09:31:00,active
f8f63e23-ca88-41c0-8a83-0f4cdc31d6cd,63efc25e-b45e-49be-90a6-216c46fe62de,monthly,2025-02-27 09:01:00,2025-09-25 09:01:00,active
49063442-52c9-449e-82c9-3e07c015a995,63efc25e-b45e-49be-90a6-216c46fe62de,annual,2025-02-27 09:38:00,2026-02-27 09:38:00,active
cd37a9e7-12f6-4112-85f2-a61ee5894c61,63efc25e-b45e-49be-90a6-216c46fe62de,monthly,2025-05-16 01:13:00,2026-09-08 01:13:00,active
e47a94b6-841b-49b1-8eb4-b7cbf08d1923,63efc25e-b45e-49be-90a6-216c46fe62de,monthly,2025-05-16 00:44:00,2025-08-14 00:44:00,active
763d77c5-d62f-41f7-b32c-19dc7bfc5780,63efc25e-b45e-49be-90a6-216c46fe62de,annual,2025-05-22 22:28:00,2026-05-22 22:28:00,active
dfd3116c-35e8-480a-98cd-c2fc82d57b8a,63efc25e-b45e-49be-90a6-216c46fe62de,annual,2025-05-22 22:48:00,2026-05-22 22:48:00,active
04208f9a-00ca-4d32-acae-365693c83d35,f7f31aae-7830-4597-bf2d-ac7480414b0e,monthly,2025-02-19 01:36:00,2025-05-20 01:36:00,canceled
