user_id,signup_ts,country,platform,persona_segment
81ba3238-5cfa-432b-b6ac-8fdc4781f440,2025-02-03 02:41:00,US,android,bounce
d2df1e41-41cf-4fe5-80ed-0947edb0bd2e,2025-02-03 05:24:00,BR,android,casual
ffdc398b-2c4f-4dad-8293-bbbc2a5e7286,2025-02-03 06:24:00,GB,web,bounce
817018be-65fb-4db2-b6c6-10ce5dd8ce80,2025-02-03 06:57:00,US,android,bounce
3e118588-7403-465a-99ea-1fd3a9f2f778,2025-02-03 07:24:00,US,android,bounce
11d9ee6e-6e83-4b40-b3ed-9c67cb6c2569,2025-02-03 07:48:00,BR,web,casual
59d28262-c27e-428a-9dce-aecb6033ee0e,2025-02-03 07:55:00,US,android,bounce
77ee3aec-5705-4c96-85f3-c6dd5fa2844d,2025-02-03 08:49:00,BR,web,casual
b1f5d628-1cf3-4947-a651-93072ff89d5d,2025-02-03 08:50:00,GB,web,casual
655a7c9d-1ff0-4778-ad8f-5f6de504e3c9,2025-02-03 08:55:00,US,android,casual
774a7525-eda1-486d-a59f-a3ff182163b7,2025-02-03 10:04:00,US,ios,casual
3f69f6b2-03af-4f33-bd3f-a9ecc97ce1a2,2025-02-03 10:15:00,IN,ios,power
518d2d8b-a37a-40a7-bcdc-8eb31b6b86a9,2025-02-03 11:46:00,DE,ios,power
fa81f76a-82b2-4378-bb1d-0c37cd8bec21,2025-02-03 12:00:00,IN,android,casual
83e99d05-34f3-4034-9c8d-27c8526075b7,2025-02-03 12:13:00,GB,ios,casual
f885db15-0ff4-4374-b7c8-2f348d5b3dee,2025-02-03 13:29:00,IN,android,casual
055ce068-cb76-4998-8179-ef6a641ec814,2025-02-03 14:37:00,US,android,casual
693125a4-f775-458e-b16a-547c806dc2a3,2025-02-03 14:37:00,AU,ios,casual
bedf9f66-64eb-4910-b34c-47ce8c7d8b2c,2025-02-03 15:15:00,GB,ios,casual
95d16e0e-1995-4080-ba24-c5f22ebce5d9,2025-02-03 15:15:00,DE,android,bounce
7f887c85-9759-4fc8-ad57-3e184194e668,2025-02-03 17:27:00,US,android,casual
5c4efc19-d8a4-4652-a763-c933257a4e9b,2025-02-03 18:40:00,US,android,casual
4e242bc8-efbb-43b5-9527-e2d2dfb4770c,2025-02-03 19:01:00,US,ios,casual
9223bb0b-33e4-4e54-b034-bf8d972a0655,2025-02-03 19:04:00,US,ios,casual
3dd351e3-3935-47ce-8edc-ab2205f4e34b,2025-02-03 19:19:00,US,android,casual
c6cdab76-9cda-4fc3-b90c-6e01bf54f189,2025-02-03 20:04:00,IN,android,casual
ac2b3d39-2f0e-4663-bd2d-5137f0ebe40c,2025-02-03 20:14:00,US,web,power
a2085c23-19c8-4a0c-a4a6-d2c696029190,2025-02-03 20:17:00,US,android,casual
4068244d-cd86-4438-a0a6-cd67c3232401,2025-02-03 21:14:00,US,android,casual
6de307a2-feba-45e2-ab13-fac47c3f5068,2025-02-03 21:51:00,US,android,casual
614a7a99-7fa7-4723-af99-c622aeef54ab,2025-02-03 22:16:00,IN,web,casual
f3269438-98d1-4a8a-9747-e2c226b94019,2025-02-03 22:17:00,US,ios,casual
ba677571-53c1-4680-ab31-305a956339df,2025-02-03 22:32:00,CA,ios,power
c9d699ed-c531-4e33-bba7-9d23be64b721,2025-02-03 22:35:00,US,ios,casual
3792816d-9d21-4c24-8651-69361dc4e80c,2025-02-03 22:53:00,IN,ios,bounce
a447e2c9-fbeb-406d-afb9-ce6aca0d60d1,2025-02-04 00:02:00,US,ios,casual
db4b9037-f789-410c-b5e1-255fb59f187e,2025-02-04 00:15:00,US,android,power
579d3e09-0d34-409f-a086-d879a3825b91,2025-02-04 00:24:00,US,ios,casual
40cec7fd-2179-4d04-8b0f-2d5c6d8e6fc0,2025-02-04 00:43:00,IN,android,bounce
d08c5eb1-bfc6-47e5-ac59-a7456369f4b4,2025-02-04 01:42:00,AU,android,casual
ab51f547-797f-4353-ba4a-32bafe230916,2025-02-04 01:48:00,US,web,bounce
7d819dae-df13-4afa-a768-b404fc17f012,2025-02-04 03:24:00,US,android,bounce
dfb5cda7-596c-470f-a94e-80ef71916e33,2025-02-04 04:51:00,US,android,bounce
0b754067-755a-48b2-8bd8-7f7de3d03b6c,2025-02-04 05:07:00,BR,android,bounce
c455ba22-a2fc-43e4-b5c3-421c4453e932,2025-02-04 05:12:00,GB,android,power
b517ef7c-a360-4234-a60b-62ec4ff524f0,2025-02-04 05:19:00,DE,android,casual
5b93581d-7655-410e-9bec-5fae30f45686,2025-02-04 05:27:00,US,ios,casual
4ee88a1f-e260-467e-a4e7-993599c8b212,2025-02-04 06:00:00,IN,android,casual
a8e8e0f1-054b-49e7-bc97-03e6b609615c,2025-02-04 06:24:00,US,android,casual
47dc173c-ee8f-4c32-8424-c471409f6f01,2025-02-04 06:52:00,GB,android,casual
837b7ec7-71df-4e18-9651-c80a93085c2b,2025-02-04 07:14:00,IN,android,casual
ab4abb88-29a1-4f96-a376-50ea2ce984c3,2025-02-04 07:43:00,IN,android,bounce
96ed2548-dde8-486a-83bc-d35ba95a342f,2025-02-04 07:46:00,US,android,casual
2c76b686-d98f-4e29-9bc9-7c3b76f38f6a,2025-02-04 07:54:00,US,android,casual
0f4fe47a-ddf0-4c5d-8204-8b9a499c5516,2025-02-04 08:06:00,US,ios,casual
8770f51a-6fcb-478f-a0e6-e4953ee236f1,2025-02-04 08:16:00,CA,ios,power
4b9a76e8-d414-47ca-973d-51790ba13b60,2025-02-04 08:32:00,US,android,bounce
1cec4fd6-15b4-4895-9a12-f4a388fa57a2,2025-02-04 09:28:00,US,web,casual
33ccaa59-5848-40cb-a207-865439a3c285,2025-02-04 10:32:00,DE,android,power
4d5bc278-7b4a-4a4f-9108-df57d682ce4b,2025-02-04 11:09:00,IN,android,casual
0091e61a-46cf-45ca-a0cd-875ebefd2b2d,2025-02-04 11:16:00,US,android,casual
cccdb487-547f-4477-8d20-a27152833fbe,2025-02-04 11:25:00,IN,android,casual
c41512ab-5e41-47fa-9a7e-68c1bc006457,2025-02-04 11:27:00,US,web,casual
862994e8-e193-4c42-9f4d-902ca51f9017,2025-02-04 12:09:00,DE,android,casual
808516f0-1104-4201-a373-cbbd169e2bbd,2025-02-04 12:25:00,IN,android,casual
9f4e02b0-fb9a-488c-a715-88e25e964063,2025-02-04 12:35:00,BR,ios,casual
df17be6e-aeaa-4424-9eaa-172ab69fc725,2025-02-04 12:53:00,US,ios,casual
349e4d09-27fc-4254-813a-e87e83dec14c,2025-02-04 12:55:00,US,android,power
8b6ec1f7-6f17-4e15-a1cf-ebc1598e44d8,2025-02-04 13:50:00,US,android,casual
f51442fe-ea6a-4baa-821c-f4478a545164,2025-02-04 14:51:00,US,web,casual
37e3cafd-fcd5-4bed-8e5c-c2290f24ac68,2025-02-04 15:07:00,US,android,bounce
51f1f099-1ab0-4fe9-b5c2-95ba1665bd62,2025-02-04 15:37:00,US,android,casual
33f2a189-20b4-4a01-8346-975ca0d0337f,2025-02-04 15:49:00,US,android,bounce
a0a568c6-0fa3-43e1-b07a-bf78e2920ab8,2025-02-04 15:53:00,US,android,casual
02692795-ba2a-4a7f-9dfd-ce97a24e54f9,2025-02-04 16:29:00,US,android,bounce
8359f47a-27bc-412f-b6ec-aa3b71391cc9,2025-02-04 16:58:00,US,android,casual
4a9ca74d-89ca-42bc-8943-17554be2f095,2025-02-04 17:26:00,BR,web,casual
73bb87e0-e816-4e16-8c09-64ed917fda8d,2025-02-04 18:26:00,IN,android,casual
5aa6118c-8f84-4703-854d-f619d195fcdf,2025-02-04 18:50:00,IN,android,bounce
62153e39-33ef-4a23-848d-6dbdf19788dc,2025-02-04 19:43:00,DE,web,casual
6412fed5-03a0-4f04-b4ce-4ebcad734f80,2025-02-04 20:07:00,CA,android,casual
50d3fce4-e954-4719-8e76-bef771b4232c,2025-02-04 20:15:00,US,android,power
2476e49f-d668-4bd5-bc02-70be84b1ede5,2025-02-04 20:29:00,IN,android,bounce
c237edcb-2360-4e9a-9bba-1a54e65ea682,2025-02-04 20:38:00,US,android,bounce
f92249f0-4628-46f5-8bde-d188790f28fc,2025-02-04 21:56:00,IN,android,bounce
b6111c28-3036-48f4-bf5d-728a1377df97,2025-02-04 23:09:00,US,android,casual
b6f0d7c0-85f4-496a-8e01-81778194075f,2025-02-04 23:27:00,US,android,casual
0570e67f-7a13-42d9-999e-b0ba31fa3e8a,2025-02-05 00:47:00,DE,web,casual
8e48c541-1b5a-4495-ab53-3e756d8ef5b5,2025-02-05 01:21:00,US,web,casual
0c7c1b57-323a-4adb-8772-2d0346d80c72,2025-02-05 02:08:00,IN,ios,bounce
493fb9fe-3f08-458e-bbe3-51db82827aa3,2025-02-05 02:09:00,US,web,casual
d28e6b29-5d9c-425e-85f9-e3c92ffe5e62,2025-02-05 02:10:00,US,ios,casual
751ff9cd-78f2-49a0-b952-a672d86c0ac6,2025-02-05 02:19:00,US,web,casual
0efb23fd-6f98-4fde-a7ca-59513e905cd0,2025-02-05 02:19:00,BR,android,casual
be7f82e0-290b-4bfd-84fb-e2e1ad8e2cfd,2025-02-05 02:54:00,GB,android,casual
44dc2e7f-e570-417e-92be-c313f625693b,2025-02-05 04:13:00,CA,android,power
080809f5-0dcd-441e-bec6-f94d22b9ac93,2025-02-05 05:19:00,IN,ios,casual
173bdec2-5c59-42cb-b535-6fb0afbc153a,2025-02-05 06:07:00,IN,ios,casual
0c4fbe98-a6d5-488a-b519-c219188c2f50,2025-02-05 06:16:00,IN,ios,casual
a2e30df3-7f72-498d-820a-45a2f36bc3f3,2025-02-05 06:22:00,US,android,casual
52c5f6df-6962-4047-9edd-dfe464a4ae07,2025-02-05 08:07:00,US,ios,bounce
62efa75b-773b-4ff9-9263-b63dd5c0adcc,2025-02-05 08:42:00,US,android,casual
15732a5e-01da-49b8-bf1c-ae6a538b9d60,2025-02-05 09:17:00,US,ios,casual
fb87dc05-b3bb-455f-ad07-f17e4e531c41,2025-02-05 09:37:00,IN,ios,casual
6b9cdd28-d8d2-45c6-91f8-18498f9173d3,2025-02-05 09:55:00,US,android,bounce
5845dbe6-c196-47d8-b012-07cf185d2ade,2025-02-05 10:06:00,DE,web,power
ffdfb1e8-e73b-4927-adac-d23b56acb4a3,2025-02-05 10:40:00,US,ios,power
84a34ac0-c325-4235-9d05-7a2758a24f54,2025-02-05 10:42:00,IN,ios,power
25ba7b45-1339-449b-acbb-a102ad766d13,2025-02-05 10:47:00,AU,ios,bounce
6b875309-78cd-4512-9e68-16fe327cd624,2025-02-05 10:52:00,IN,android,casual
af598e67-19d4-47b1-8b79-8d4b3cf6be4b,2025-02-05 11:29:00,BR,android,casual
8c66dbca-16f2-4215-85e9-4622b25f2c3a,2025-02-05 12:29:00,CA,android,casual
d6030311-2fe2-4424-9231-25351730c343,2025-02-05 12:48:00,US,android,casual
d7d8d5c7-f68a-48ac-9831-c584f0398553,2025-02-05 13:04:00,IN,android,casual
305ebdcc-f210-4dd1-8023-c08dbb3421fc,2025-02-05 13:22:00,US,android,bounce
2c781a16-95a2-4d48-b158-a9ae151d02d3,2025-02-05 14:04:00,DE,android,casual
30b97b84-4bd5-44ce-87fb-29a8f3f77d82,2025-02-05 14:38:00,GB,android,power
47e4ad35-9bf6-471e-abc3-fa0d3e1f8465,2025-02-05 14:40:00,IN,ios,casual
06ac412a-2d47-4e1d-8d4f-ef9cf503d852,2025-02-05 14:50:00,US,web,casual
b1a56f5d-d4e8-42dc-af36-50733d0c715e,2025-02-05 15:15:00,CA,android,casual
553fe921-e0a6-4da9-aa76-cb3d7f4673b3,2025-02-05 15:19:00,GB,ios,power
14920fd6-1e68-4ee8-a6de-bc7f510890e8,2025-02-05 15:32:00,GB,web,casual
89c22a12-c1c9-4aa6-bff8-0f1b832f4af4,2025-02-05 16:51:00,DE,web,casual
e9e7a7ad-3b14-41cf-85d2-977deec7b18b,2025-02-05 17:03:00,IN,ios,casual
2a9f254b-840b-4f27-bd31-b9f14b1e029d,2025-02-05 17:48:00,BR,ios,casual
5ab73c6b-8df9-4448-b204-3e72b5550680,2025-02-05 17:48:00,US,android,casual
29ccfaac-a7c2-4ad5-b6da-3d6369e66e2e,2025-02-05 17:55:00,US,android,casual
1b1125b1-865a-4679-a329-d391978a1bf1,2025-02-05 17:56:00,GB,ios,casual
e6ca4d80-d782-4e7b-87f6-f85074c6c816,2025-02-05 18:23:00,US,android,casual
816939f7-962d-45ff-a6ad-f2662f4ede93,2025-02-05 19:12:00,US,ios,casual
c42072bc-5e64-4bbd-8ab6-28d67d6d8806,2025-02-05 20:44:00,US,web,bounce
a005144f-2054-4043-a912-10dbcb3ccf3b,2025-02-05 20:49:00,BR,android,bounce
7b13563c-7a7e-453d-9e47-b54ce7eef0d9,2025-02-05 21:08:00,US,android,casual
404cc4d8-e67d-46bd-93f3-990ef9ecaa81,2025-02-05 21:14:00,US,android,power
5f5b4578-7dec-4301-b5fe-d52065169a4e,2025-02-05 21:26:00,US,android,casual
32ebdabf-a015-4181-b39d-e770d89e6375,2025-02-05 21:57:00,IN,web,casual
459fd0d9-f05a-4d7f-b032-f86add1eae7d,2025-02-05 22:00:00,US,android,casual
415150ce-d469-40c6-b99c-45407d9afe60,2025-02-05 22:58:00,IN,web,casual
34dbfd28-6bef-45a4-9111-0a1dee168c86,2025-02-05 23:35:00,US,android,casual
eefc0c7d-1844-4e5d-acdb-a8a50ca95c7d,2025-02-05 23:41:00,BR,android,bounce
c01a89d2-f720-4f8b-8488-7c2f87de963b,2025-02-06 00:18:00,AU,ios,casual
522fc4e8-16bc-49db-86f1-63d056c4253a,2025-02-06 00:50:00,DE,web,casual
6e8f3ddb-fd03-4297-b131-c50e4f9d9fb1,2025-02-06 02:11:00,US,ios,bounce
a4878253-5ecf-4995-976a-d13af43b22d9,2025-02-06 02:31:00,US,web,casual
c073db77-66a4-4ec7-8f83-54a754a99a3b,2025-02-06 03:00:00,AU,android,power
a845251f-8599-4f3c-80f2-534fead831dd,2025-02-06 03:24:00,IN,android,casual
401565dc-9481-4955-8828-04565b5be732,2025-02-06 05:04:00,IN,web,casual
a0230de0-3efb-4c56-ae0c-3411fff82dab,2025-02-06 05:21:00,BR,ios,power
f229a491-ac73-4afc-b94f-9f3f2bd7693e,2025-02-06 07:37:00,US,web,bounce
08faf0f4-b57b-4af9-8e55-b37c50ce2e0b,2025-02-06 08:53:00,BR,web,casual
19236c01-0c6b-4031-b44f-c995b8a67778,2025-02-06 09:00:00,CA,android,casual
246595e3-a3e9-4721-a80a-dda5dad8c77d,2025-02-06 10:25:00,US,android,casual
08335e76-1cb7-48e7-85f4-5e86a4fff2cb,2025-02-06 11:07:00,IN,android,power
cd10ab56-8cda-41f3-92f1-9f7aa01816dc,2025-02-06 11:09:00,GB,android,casual
5ec78959-fee8-4618-9855-63bb87c34613,2025-02-06 11:44:00,GB,android,bounce
80221cef-f2ca-4774-ac79-e081fa195c60,2025-02-06 12:21:00,GB,web,bounce
e9d7c241-259d-4db0-a781-80653580df91,2025-02-06 13:03:00,GB,android,casual
ca5bb74f-7965-4f8a-928b-fc0bd766a7c5,2025-02-06 13:12:00,IN,android,casual
3b088f18-3186-4671-a239-a6aa1f114388,2025-02-06 13:56:00,BR,web,casual
8fc659f5-29c9-41d1-86a9-af7604663ce4,2025-02-06 14:02:00,IN,android,power
e23fc387-d982-427d-bfde-ef4a53f5e8cd,2025-02-06 14:08:00,GB,web,casual
c3ccd593-7985-41c2-b1f7-45aac8ccccd5,2025-02-06 14:12:00,US,android,casual
d73adab2-abb9-4792-bed5-09e8df89c5a1,2025-02-06 15:12:00,US,ios,casual
75164b6e-53e3-4d0a-9072-2b4e0bf11475,2025-02-06 15:14:00,GB,web,bounce
e0d56337-99c3-4012-a5a5-3db620cc3e5c,2025-02-06 15:34:00,BR,android,casual
ca869009-d14a-4541-a271-b4fd42a60d51,2025-02-06 15:44:00,US,ios,casual
e8846e36-e35e-4527-b54a-21a056ca22d4,2025-02-06 15:50:00,CA,web,casual
2afc0321-5519-4891-8721-399eabe1554e,2025-02-06 15:54:00,BR,android,casual
b129ff8b-6fca-4ad2-904f-08c2327db9f4,2025-02-06 16:08:00,BR,web,casual
4c7b877e-3017-4931-a81d-b08d1136a087,2025-02-06 16:48:00,GB,ios,casual
dfca67a0-2b2e-4d53-ba17-120096e3dbdb,2025-02-06 17:27:00,BR,android,casual
675c8f8f-31ae-4684-a644-27aa5c82de71,2025-02-06 18:40:00,BR,android,casual
2f4858e5-5ed9-4959-a690-031448ff495b,2025-02-06 18:59:00,CA,android,power
108e1558-7e4c-42bd-8703-9c3c34c1d888,2025-02-06 19:07:00,CA,android,casual
1f3af4d8-4427-49c8-a193-4a3d0af76d24,2025-02-06 19:09:00,AU,ios,bounce
778cea85-36f9-4554-b973-9ec117cc6f70,2025-02-06 19:52:00,US,ios,casual
5403d1db-8bb7-4471-ae8b-b3d64e5ac0b3,2025-02-06 20:44:00,BR,android,bounce
3bf5ed1a-13c5-4e8a-a159-ea6f7eb03b87,2025-02-06 20:53:00,DE,web,power
142dc6a3-b948-47cc-abda-b1dee3556e8d,2025-02-06 21:33:00,US,ios,casual
071be43f-2df2-45ad-9fac-dd86edf61fda,2025-02-06 21:38:00,US,ios,casual
157d3aed-abb2-4380-a170-d7acfaa003e1,2025-02-06 22:03:00,US,android,casual
7254a0e0-6428-450c-a8e9-25041475928b,2025-02-06 22:20:00,AU,android,casual
62bac6b4-9002-43ae-957f-6f3ee0d2c416,2025-02-06 22:21:00,CA,android,casual
a6bf8bd1-67f2-4d97-9409-437c11497195,2025-02-06 22:34:00,US,android,casual
66ec3459-2f26-43b1-8f14-4a7611a191db,2025-02-06 23:24:00,IN,android,casual
b93db7ca-ebb8-4a9a-a21d-dbef82ed57e8,2025-02-07 00:36:00,US,web,casual
b4bcc9ae-311c-401a-b9a7-816c4aff510e,2025-02-07 00:39:00,GB,android,bounce
9bf2c175-b2b2-4638-a84f-24554215aeab,2025-02-07 02:03:00,BR,web,bounce
37afa092-aa18-4256-b334-466d854d9beb,2025-02-07 02:21:00,US,android,casual
acae6721-0950-41bd-a034-3d968b1e8a25,2025-02-07 03:01:00,US,android,casual
9f53bfa5-2802-4fab-a5c3-9c187aa7163f,2025-02-07 03:35:00,GB,android,bounce
6ac80c9c-7494-4b1e-9da0-3667ecbda093,2025-02-07 04:00:00,AU,android,bounce
7d5c7afb-9968-4945-993f-1079986746a9,2025-02-07 04:14:00,AU,android,power
b24476c4-e9ad-4018-bd62-897c5f0f2602,2025-02-07 04:32:00,US,ios,power
dd547557-beb0-4e05-b681-1c486281c375,2025-02-07 05:03:00,US,ios,bounce
63efc25e-b45e-49be-90a6-216c46fe62de,2025-02-07 05:29:00,US,ios,power
f7f31aae-7830-4597-bf2d-ac7480414b0e,2025-02-07 06:07:00,IN,ios,power
d475a604-059a-438b-bf34-5003e02c2075,2025-02-07 07:25:00,BR,android,power
4d4e1427-34cd-4897-b2ee-1bcccb3f2f06,2025-02-07 07:40:00,US,web,casual
6232f8e2-6f4e-422f-823c-5d2ad4394734,2025-02-07 08:15:00,US,android,casual
7cef3c37-0caf-4bc7-857b-ce8fd04f572c,2025-02-07 08:45:00,BR,android,bounce
7d1f72f3-a5e7-478c-a780-63be783893ce,2025-02-07 09:05:00,US,android,bounce
f3139572-3748-47ce-b9ae-e88f82dc2897,2025-02-07 09:08:00,IN,ios,bounce
dd99dace-f758-45a8-8cac-9be2d114969b,2025-02-07 09:50:00,AU,ios,power
c054a130-2820-45b4-9287-e47ae9f2aa42,2025-02-07 11:03:00,AU,ios,casual
ea407a54-13cb-4f62-b03f-38f86705b969,2025-02-07 11:21:00,BR,android,casual
